Cause	Outcome	Number of mentions	Pearson's correlation	Independence	Date	ChatGPT
D86	J9851	1	NA	NA	0.7684729064039408	0
D86	K0510	2	NA	NA	0.625	0
D86	N7091	1	NA	NA	0.4	0
D86	R911	1	NA	NA	NA	0
D86	A6922	1	NA	NA	NA	0
J439	J960	1	0.05481968	1	0.8133836003770029	1
J439	J931	5	0.1003019	1	0.6433566433566433	0
J439	K46	1	0.01282537	1	0.5303030303030303	0
J439	K43	1	0.01658392	1	0.45698924731182794	0
J439	K42	1	0.0132408	1	0.4	0
J439	K44	1	0.03595164	1	0.3737704918032787	0
J439	K41	1	0.009583654	1	0.37254901960784315	0
J439	K40	1	0.02124487	1	0.31272727272727274	0
J439	K45	1	0.005355665	1	0.2727272727272727	0
Q231	Q251	3	0.117724	1	0.75	1
Q231	I509	1	0.007731192	1	0.8095238095238095	1
Q231	I061	1	-0.0001409921	0	0.42857142857142855	0
Q251	I517	7	0.008569552	1	0.8518518518518519	0
Q251	I509	2	0.01992612	1	0.7368421052631579	0
Q251	H931	1	-0.0003285425	0	0.7	0
Q251	I253	1	-0.0001481958	0	0.6590909090909091	0
Q251	I424	2	-4.307408e-05	0	0.5	0
Q251	D680	1	-0.0001327791	0	0.5	0
Q251	I2720	2	NA	NA	0.7083333333333334	1
Q251	D6804	2	NA	NA	0.5	0
N201	N139	1	0.01572244	1	0.8514632799558255	1
N201	N16	2	0.003045013	0	0.6666666666666666	1
N201	N1330	1	NA	NA	0.8514632799558255	0
G91	G21	1	0.009724136	1	0.8571428571428571	1
G91	I10	7	0.02412044	1	0.48264984227129337	1
G91	G939	1	0.03597195	1	0.8429752066115702	0
G91	J81	1	0.01577269	1	0.8333333333333334	0
G91	E232	1	0.02702057	1	0.7083333333333334	0
G91	E230	1	0.01494111	1	0.7083333333333334	0
G91	G43	1	0.006269814	1	0.34177215189873417	0
G91	G500	1	0.009786506	1	0.21052631578947367	0
G91	N910	1	-0.0001504718	0	0.0	1
G91	H512	2	-0.0002344961	0	1.0	0
G91	I517	1	0.002642772	0	0.7361111111111112	0
G91	H905	1	0.003600874	0	0.48	0
G91	N911	1	-0.0002202703	0	0.0	0
G91	N912	2	-0.0004655584	0	0.0	0
G91	I5181	1	NA	NA	0.7361111111111112	1
G91	G4733	1	NA	NA	0.48717948717948717	1
G91	Q753	6	NA	NA	NA	0
G91	E301	1	NA	NA	NA	0
E74	N08	2	0.009673371	1	0.8571428571428571	1
E74	I519	1	0.002926796	0	0.775	1
E74	G629	2	0.01863908	1	0.75	0
E74	E669	1	0.009475585	1	0.6631578947368421	0
E74	K831	1	0.002509651	0	0.8888888888888888	0
E74	K769	2	-0.000662793	0	0.8055555555555556	0
E74	H359	1	-0.0002628884	0	0.6666666666666666	0
E74	I42	1	0.004328622	0	0.42857142857142855	0
E74	G40909	2	NA	NA	0.4	1
E74	E7220	2	NA	NA	NA	0
J852	J86	1	0.03330299	1	0.8333333333333334	1
J129	J960	6	0.01557111	1	0.8504854368932039	1
J129	J80	1	0.02418969	1	0.9210526315789473	0
N19	E877	3	0.09329029	1	0.7722772277227723	1
N19	D691	1	0.006690029	1	0.7882882882882883	1
N19	E213	25	0.02409482	1	0.847953216374269	0
N19	N250	1	0.02554023	1	0.704225352112676	0
N19	E221	1	-0.0007571352	0	0.5909090909090909	1
N19	M899	2	0.004269483	1	0.5641025641025641	0
N19	G255	1	-0.000411266	0	0.7258064516129032	0
N19	N912	1	-0.0007935037	0	0.2857142857142857	0
N19	E43	1	-0.0002908059	0	NA	0
N19	I6783	1	NA	NA	0.7914110429447853	1
N19	E7253	1	NA	NA	0.5	1
H351	H54	28	0.0331561	1	0.8306233062330624	1
H351	H40	3	0.00703914	1	0.5613660618996799	0
H351	H521	1	-0.0001719255	0	0.818041237113402	0
H351	H26	1	0.003680311	0	0.7290457769181173	0
H351	H332	11	-0.0001372379	0	0.6537544696066746	0
G930	G91	1	0.06475021	1	0.7975206611570248	1
G930	G21	1	0.009027684	1	0.6875	0
G930	G20	1	0.004285288	1	0.4807692307692308	0
G930	G510	2	0.001618246	0	0.6	0
G930	M543	1	0.003134251	0	0.3902621722846442	0
G930	G521	1	-0.0001124218	0	0.3888888888888889	0
N80	N19	2	-0.002942071	1	0.8627450980392157	1
N80	N836	1	0.009976491	1	0.8004366812227074	1
N80	O001	1	0.01030775	1	0.36	1
N80	K561	15	0.004834565	1	0.9124087591240876	0
N80	I10	1	-0.004251682	1	0.8732752360203341	0
N80	D693	2	0.0008903833	0	0.7428571428571429	1
N80	M543	4	0.004926023	1	0.7373601789709172	0
N80	N945	2	0.03629184	1	0.6537356321839081	0
N80	E28	2	0.03359497	1	0.5774058577405857	0
N80	K562	2	0.001517534	0	0.9124087591240876	0
N80	N139	4	-0.001100934	0	0.8834355828220859	0
N80	M541	1	0.001698087	0	0.7373601789709172	0
N80	J931	2	-0.000180486	0	0.68	0
N80	K37	3	0.001928296	0	0.2388888888888889	0
N80	C56	13	0.03583978	1	NA	0
N80	C49	5	0.003651093	1	NA	0
N80	C52	2	0.001352563	0	NA	0
N80	K56609	12	NA	NA	0.9124087591240876	0
N80	N1330	3	NA	NA	0.8834355828220859	0
N80	N9412	1	NA	NA	0.6537356321839081	0
N80	C801	9	NA	NA	NA	0
B349	E86	1	0.02717319	1	0.830316742081448	1
B349	E83	1	0.01653458	1	0.7715877437325905	1
B349	E87	1	0.02013033	1	0.755056179775281	1
B349	E88	1	0.005574265	1	0.6440677966101694	1
B349	E75	1	0.007032776	1	0.625	1
B349	E73	1	0.01038411	1	0.6111111111111112	1
B349	E13	3	0.006999786	1	0.6129032258064516	1
B349	E11	4	0.02139785	1	0.5881939564300773	1
B349	B02	1	0.01480806	1	0.5796418473138548	1
B349	E80	1	0.005513275	1	0.5604395604395604	1
B349	E78	1	0.02507853	1	0.49088277858176554	1
B349	E10	3	0.02361366	1	0.3832599118942731	1
B349	E77	1	-0.0003347649	0	1.0	1
B349	I679	1	0.01128229	1	0.7527777777777778	0
B349	K769	12	0.008129091	1	0.7346938775510204	0
B349	J80	2	0.003173272	0	0.7272727272727273	1
B349	K830	1	0.007157401	1	0.7106598984771574	0
B349	E85	2	0.003790709	0	0.6818181818181818	1
B349	G629	1	0.01364531	1	0.6652360515021459	0
B349	J449	1	0.01661894	1	0.6620947630922693	0
B349	I42	1	0.01065576	1	0.6511627906976745	0
B349	D696	1	0.01323605	1	0.6260869565217392	0
B349	G939	3	0.006852779	1	0.6265822784810127	0
B349	N12	2	0.01069244	1	0.6074074074074074	0
B349	N289	1	0.005343922	1	0.5953079178885631	0
B349	N08	3	0.007447166	1	0.5737704918032787	0
B349	E72	1	-0.0005798434	0	0.5714285714285714	1
B349	N19	2	0.01571654	1	0.5535714285714286	0
B349	E84	1	-0.0004965435	0	0.5555555555555556	1
B349	E79	1	-0.0005293191	0	0.5217391304347826	1
B349	J00	1	0.005762918	1	0.5072202166064982	0
B349	G510	1	0.004382436	1	0.5028248587570622	0
B349	E74	1	0.003697931	0	0.5	1
B349	N30	1	0.01121923	1	0.4822974036191975	0
B349	M1990	2	0.004848258	1	0.479707252162342	0
B349	K501	1	0.00657545	1	0.39814814814814814	0
B349	K739	7	0.00129194	0	0.36363636363636365	1
B349	G03	1	0.005010143	1	0.3103448275862069	0
B349	J45	8	0.03151139	1	0.2585034013605442	0
B349	C50	1	0.003674266	1	NA	1
B349	E76	1	-0.0002117224	0	0.0	1
B349	J960	3	0.002756744	0	0.7837837837837838	0
B349	I514	4	0.003545011	0	0.7658536585365854	0
B349	J42	1	0.001572869	0	0.7435897435897436	0
B349	K831	1	0.003393339	0	0.7106598984771574	0
B349	H839	1	0.004381842	0	0.5643756050338818	0
B349	E801	1	-0.0004364836	0	0.5604395604395604	0
B349	M779	1	0.001019362	0	0.45548561151079137	0
B349	E232	2	0.003143088	0	0.40816326530612246	0
B349	F20	1	0.001901847	0	0.3684210526315789	0
B349	N46	1	-0.0007334658	0	0.1111111111111111	0
B349	T782	1	0.003826836	1	NA	0
B349	E12	3	-0.0001833568	0	NA	1
B349	E71	1	-0.0002593065	0	NA	1
B349	E70	1	-0.0005077038	0	NA	1
B349	C229	1	-0.001261686	0	NA	1
B349	C220	2	0.003158131	0	NA	0
B349	R80	1	0.0003064591	0	NA	0
B349	A91	1	-0.0001058608	0	NA	0
B349	D761	1	-0.0001833568	0	NA	0
B349	A90	2	-0.0002367131	0	NA	0
B349	C53	1	-0.0004107304	0	NA	0
B349	D72819	1	NA	NA	0.6265060240963856	1
B349	D7583	1	NA	NA	0.46601941747572817	1
B349	J1281	1	NA	NA	0.8625	0
B349	K7460	7	NA	NA	0.6842105263157895	0
B349	G9341	1	NA	NA	0.6265822784810127	0
B349	D72810	1	NA	NA	0.6265060240963856	0
B349	H0412	1	NA	NA	0.5506117908787542	0
B349	B0802	1	NA	NA	0.4583333333333333	0
B349	A6922	1	NA	NA	0.3333333333333333	0
B349	E08	3	NA	NA	NA	1
B349	E09	3	NA	NA	NA	1
B349	E81	1	NA	NA	NA	1
B349	E82	1	NA	NA	NA	1
B349	C801	3	NA	NA	NA	0
B349	A984	1	NA	NA	NA	0
B349	A985	1	NA	NA	NA	0
E86	N08	2	0.04549864	1	0.5566502463054187	1
E86	I519	1	0.01509785	1	0.5795107033639144	1
E86	K831	1	0.04141615	1	0.6208112874779541	0
E86	K769	2	0.03063984	1	0.5493230174081238	0
E86	G629	2	0.04725863	1	0.46487603305785125	0
E86	I42	1	0.02474278	1	0.4444444444444444	0
E86	H359	1	0.00612996	1	0.36195286195286197	0
E86	G40909	2	NA	NA	0.35714285714285715	1
E86	E7220	2	NA	NA	0.6666666666666666	0
I12	N19	7	0.1536186	1	0.39657631954350925	1
I12	N189	1	0.2913023	1	0.5851851851851851	0
I12	N04	1	0.07118336	1	0.6233766233766234	0
I12	N186	3	NA	NA	0.5851851851851851	1
K219	K227	2	0.0876113	1	0.7685240323266695	1
K219	J984	1	0.02050152	1	0.6993957703927492	1
K219	J690	4	0.01331088	1	0.9042089985486212	0
K219	K229	1	0.03794194	1	0.7685240323266695	0
K219	K20	15	0.112028	1	0.6433867495814398	0
K219	I455	1	0.004487262	1	0.7446808510638298	0
K219	H920	1	0.01182565	1	0.4737117447031127	0
K219	J32	1	0.02206698	1	0.40113500597371565	0
K219	J45	4	0.09150723	1	0.27723603487245724	0
K219	C155	1	0.01455888	1	NA	1
K219	K200	1	NA	NA	0.6433867495814398	1
K219	J84112	1	NA	NA	0.7724498692240628	0
K219	J84116	1	NA	NA	0.7724498692240628	0
K219	G4733	1	NA	NA	0.5762810559006211	0
K219	T7840	1	NA	NA	NA	0
K227	K297	1	0.1164561	1	0.7344058707310189	0
K227	K920	1	0.03705648	1	0.7130872483221476	0
K227	C155	3	0.04737082	1	NA	0
K227	C801	3	NA	NA	NA	0
I650	I679	1	0.02929386	1	0.82328190743338	1
I650	G450	2	0.02498723	1	0.7085927770859277	0
I650	G91	1	0.005269358	0	0.7916666666666666	0
D593	D58	1	0.0338782	1	0.8166666666666667	1
D593	N19	10	0.01814135	1	0.5789473684210527	1
D593	D55	1	-1.076814e-05	0	1.0	1
D593	D57	1	-3.17014e-05	0	1.0	1
D593	N08	2	0.03621699	1	0.625	0
D593	D649	1	0.005577329	1	0.6305732484076433	0
D593	D56	1	-5.42031e-05	0	0.5	1
D593	I10	2	0.001999334	0	0.4425287356321839	1
D593	N186	2	NA	NA	0.7647058823529411	0
K900	E55	1	0.01057809	1	0.8391608391608392	1
K900	D730	2	0.005523317	1	0.8285714285714286	1
K900	M1990	1	0.004418743	1	0.5130801687763713	1
K900	E46	1	0.008124667	1	0.8484848484848485	0
K900	K766	1	0.005705966	1	0.743801652892562	0
K900	G629	1	0.004868366	1	0.6274509803921569	0
K900	L950	1	-0.0002464089	0	0.7777777777777778	0
K900	G939	1	-0.0003681962	0	0.5982905982905983	0
K900	G729	2	0.0007896876	0	0.5652173913043478	0
K900	H905	2	0.001615197	0	0.5327868852459017	0
K900	M899	1	0.0008860608	0	0.5144927536231884	0
K900	E43	1	-0.0003305938	0	0.5	0
K900	E41	1	-0.0002699278	0	0.0	0
K900	E45	1	-0.0001101969	0	NA	0
K900	G1221	1	NA	NA	0.9230769230769231	0
K900	E8351	3	NA	NA	0.8087431693989071	0
K900	H3481	1	NA	NA	0.75	0
K900	E40	1	NA	NA	NA	0
K900	E42	1	NA	NA	NA	0
E55	E213	25	0.04415264	1	0.6546184738955824	1
E55	I420	4	0.004735069	1	0.48717948717948717	1
E55	K929	1	0.006814606	1	0.4208754208754209	1
E55	I517	1	0.01380383	1	0.592436974789916	0
E55	I509	1	0.01856749	1	0.5462962962962963	0
E55	M810	2	0.02536063	1	0.47834645669291337	0
E55	M899	1	0.004243765	1	0.2949640287769784	0
E55	L659	1	0.005552979	1	0.2391304347826087	0
E55	N46	1	0.004202501	0	0.16666666666666666	1
E55	L80	1	0.006792838	1	0.16	0
E55	G122	1	0.002453771	0	0.8461538461538461	0
E55	G729	4	0.002230857	0	0.5416666666666666	0
E55	M2116	1	-0.001260626	0	0.36363636363636365	0
E55	D81	1	-0.0001912259	0	0.0	0
E55	D7581	2	NA	NA	0.38666666666666666	1
E55	E8381	1	NA	NA	0.7132616487455197	0
N170	E872	2	0.04200961	1	0.8068477856345366	1
N170	N19	22	0.03041043	1	0.5248180013236268	1
N170	N289	1	0.02082442	1	0.5941381023348237	0
N170	N186	1	NA	NA	0.5953006421482778	0
H669	H709	2	0.07843507	1	0.77	1
H669	G00	1	0.03835557	1	0.75	0
H669	G510	3	0.02535709	1	0.6818181818181818	0
H669	H60	2	0.05628063	1	0.6215589684149522	0
H669	H819	1	0.005267765	0	0.6620603015075377	1
H669	H905	3	0.01311513	1	0.6459770114942529	0
H669	H830	1	0.008288203	1	0.6391639163916392	0
H669	G03	2	0.007152182	1	0.18181818181818182	0
H669	H719	1	NA	NA	0.7330677290836654	0
H669	A6922	1	NA	NA	0.7142857142857143	0
H669	A35	1	NA	NA	0.4	0
H709	I330	1	0.006937575	1	1.0	0
H709	G932	1	0.01121867	1	0.7	0
H709	G510	1	0.02310305	1	0.5333333333333333	0
H709	M729	1	-0.0001187891	0	0.75	0
H709	I72	1	0.004126027	0	0.5	0
H709	J86	3	-0.0004141294	0	NA	0
E039	I519	1	0.01139797	1	0.8367803242034656	1
E039	I313	13	0.01534694	1	0.8082191780821918	1
E039	I70	1	0.015578	1	0.8015463917525774	1
E039	D649	4	0.05770314	1	0.7371746272428608	1
E039	N139	1	0.003504385	1	0.787719298245614	1
E039	I420	3	0.01455507	1	0.6884057971014492	1
E039	E785	2	0.03493872	1	0.6646769379688634	1
E039	I730	1	0.02293484	1	0.6697054698457223	1
E039	I472	1	0.01485894	1	0.6414253897550112	1
E039	N832	2	0.0260813	1	0.49144542772861355	1
E039	E28	1	0.01246523	1	0.44333333333333336	1
E039	N179	1	0.04581222	1	0.8997214484679665	0
E039	J960	6	0.01042341	1	0.8984198645598194	0
E039	E875	1	0.02341147	1	0.8642195295794726	0
E039	I10	2	0.1078248	1	0.7422732117108646	0
E039	K590	1	0.04992698	1	0.7941609421000981	0
E039	K831	1	0.007428188	1	0.8268608414239482	0
E039	G729	5	0.003619694	1	0.75	0
E039	L659	1	0.01372282	1	0.7124773960216998	0
E039	N08	1	0.01653907	1	0.7041420118343196	0
E039	G473	1	0.02240958	1	0.6711026615969582	0
E039	D680	4	0.005909592	1	0.6867088607594937	0
E039	E782	1	0.01192306	1	0.6646769379688634	0
E039	E213	1	0.02609349	1	0.646484375	0
E039	N19	1	0.01848766	1	0.6502057613168725	0
E039	E221	1	0.008289058	1	0.6354166666666666	0
E039	J00	1	0.01032236	1	0.6274165202108963	0
E039	E282	1	0.008665511	1	0.44333333333333336	0
E039	N911	1	0.006671741	1	0.38461538461538464	0
E039	N912	1	0.005802737	1	0.38461538461538464	0
E039	L852	1	-0.0004527294	0	0.7034313725490197	0
E039	G573	1	8.768006e-05	0	0.6971326164874552	0
E039	Q980	1	-0.0004527294	0	0.5454545454545454	0
E039	F09	1	0.001102385	0	0.20833333333333334	0
E039	S128	1	-0.0008469841	0	NA	0
E039	I314	7	NA	NA	0.8082191780821918	1
E039	K5909	1	NA	NA	0.7941609421000981	0
E039	J811	1	NA	NA	0.7430167597765364	0
E039	Q382	1	NA	NA	0.7213114754098361	0
E039	G7119	1	NA	NA	0.696969696969697	0
E039	E301	2	NA	NA	0.5	0
E039	R7303	3	NA	NA	NA	0
E039	T79A0	3	NA	NA	NA	0
K831	K721	1	0.01375655	1	0.8285714285714286	1
K831	K769	1	0.05465141	1	0.7243928194297783	1
K831	E785	1	0.005353025	1	0.27677100494233936	1
K831	P599	1	NA	NA	NA	0
J47	J960	7	0.04138946	1	0.8002594033722439	1
J47	E85	7	0.0148332	1	0.7058823529411765	0
J47	J984	4	0.05941402	1	0.6375092661230541	0
J47	J86	1	0.02939386	1	0.6619718309859155	0
J47	J852	1	0.01521281	1	0.5357142857142857	0
J47	E853	1	0.002793316	0	0.7058823529411765	0
J47	I2720	3	NA	NA	0.8081632653061225	1
E10	I519	3	0.02163296	1	0.80370942812983	1
E10	D649	2	0.06200598	1	0.7287278854254423	1
E10	I42	12	0.01496416	1	0.7263157894736842	1
E10	I200	1	0.0486612	1	0.4787310742609949	1
E10	E162	1	0.2722723	1	0.8492239467849224	0
E10	G30	2	0.01248637	1	0.9545454545454546	0
E10	N179	1	0.09602489	1	0.863849765258216	0
E10	M146	3	0.08809349	1	0.8350515463917526	0
E10	N08	32	0.1538984	1	0.7685185185185185	0
E10	F01	1	0.01795657	1	0.9019607843137255	0
E10	E86	1	0.05973273	1	0.8561872909698997	0
E10	E87	1	0.07670993	1	0.8260135135135135	0
E10	I70	14	0.05224689	1	0.8395522388059702	0
E10	E872	2	0.04845878	1	0.8260135135135135	0
E10	I679	4	0.03605614	1	0.8363228699551569	0
E10	E169	1	0.01397666	1	0.8492239467849224	0
E10	H54	44	0.0342089	1	0.8258706467661692	0
E10	E55	1	0.0135432	1	0.8333333333333334	0
E10	I675	1	-0.0001351378	0	0.8363228699551569	1
E10	E88	1	0.01414648	1	0.821917808219178	0
E10	I509	1	0.04810781	1	0.7824639289678136	0
E10	N189	13	0.09234192	1	0.7332843497428362	0
E10	G629	59	0.07167626	1	0.753880266075388	0
E10	E530	1	-0.0002702766	0	0.821656050955414	1
E10	H211	1	0.01555537	1	0.8	0
E10	I514	1	0.004076804	1	0.80370942812983	0
E10	E75	1	0.005222614	1	0.8	0
E10	H26	7	0.06300745	1	0.7354352296093215	0
E10	E83	1	0.02016626	1	0.7626582278481012	0
E10	H359	3	0.01029878	1	0.7259174311926605	0
E10	H332	1	0.01159592	1	0.7018633540372671	0
E10	N289	3	0.02944238	1	0.6768707482993197	0
E10	D735	2	0.01686927	1	0.6875	0
E10	I10	1	0.1010867	1	0.5919540229885057	0
E10	N19	50	0.04645517	1	0.6404833836858006	0
E10	I256	1	0.01470756	1	0.6681057744198596	0
E10	H44	4	0.004533721	1	0.6666666666666666	0
E10	K769	1	0.02197092	1	0.6465696465696466	0
E10	M899	2	0.003973641	1	0.6627906976744186	0
E10	H40	1	0.01986179	1	0.6027088036117382	0
E10	E51	1	0.00941509	1	0.6	0
E10	E78	1	0.1035105	1	0.4909495077802477	0
E10	H905	1	0.004426802	1	0.5886524822695035	0
E10	E785	7	0.05898565	1	0.4909495077802477	0
E10	M1990	1	0.01035827	1	0.5115107913669065	0
E10	E74	1	0.004259724	1	0.5	0
E10	E80	1	0.006263166	1	0.4642857142857143	0
E10	O14	1	0.004544106	1	0.36363636363636365	0
E10	O40	3	0.005053141	1	0.3333333333333333	0
E10	A18	3	0.002162554	0	1.0	0
E10	H492	2	-7.337741e-05	0	0.8666666666666667	0
E10	I515	2	-0.0006043681	0	0.80370942812983	0
E10	E72	1	0.00245918	0	0.7857142857142857	0
E10	K929	1	0.003169024	0	0.7364620938628159	0
E10	E85	1	0.003656895	0	0.7272727272727273	0
E10	M810	6	0.0008111921	0	0.7287234042553191	0
E10	F529	2	-0.0002702766	0	0.676056338028169	0
E10	E73	1	0.001480645	0	0.625	0
E10	L659	1	0.003684665	0	0.6	0
E10	I729	8	-0.0008547257	0	0.59375	0
E10	E79	1	0.002829022	0	0.5454545454545454	0
E10	M674	1	0.002236671	0	0.5121951219512195	0
E10	E77	1	-0.0004273478	0	0.5	0
E10	A16	3	0.0007704487	0	0.4	0
E10	N46	2	-0.0009363139	0	0.375	0
E10	R80	2	0.0239875	1	NA	0
E10	A17	3	-0.0004482067	0	0.0	0
E10	S121	1	0.001968187	0	NA	0
E10	R730	1	0.001946693	0	NA	0
E10	B450	1	-0.0001351378	0	NA	0
E10	E76	1	-0.0002702766	0	NA	0
E10	E71	1	-0.0003310206	0	NA	0
E10	E70	1	-0.0006481149	0	NA	0
E10	N186	50	NA	NA	0.7332843497428362	1
E10	E8881	1	NA	NA	0.821917808219178	0
E10	K3184	4	NA	NA	0.7521367521367521	0
E10	H3581	1	NA	NA	0.7259174311926605	0
E10	I2510	3	NA	NA	0.6681057744198596	0
E10	D72810	1	NA	NA	0.6666666666666666	0
E10	H0259	1	NA	NA	0.6261261261261262	0
E10	A6922	5	NA	NA	0.5	0
E10	E81	1	NA	NA	NA	0
E10	E82	1	NA	NA	NA	0
E10	T7840	4	NA	NA	NA	0
E10	R7303	1	NA	NA	NA	0
E10	C801	4	NA	NA	NA	0
G629	G122	2	0.01049597	1	0.7450980392156863	1
G629	H534	1	0.004341234	1	0.4625	1
G629	I519	1	0.009038545	1	0.690522243713733	0
G629	M2137	1	0.03047999	1	0.6516393442622951	0
G629	G825	1	0.01245465	1	0.6274509803921569	0
G629	H54	2	0.02506891	1	0.5633802816901409	0
G629	I730	1	0.01745066	1	0.5621716287215411	0
G629	L603	1	-0.000598992	0	0.4019138755980861	1
G629	F22	1	0.002182081	0	0.5714285714285714	0
G629	F529	2	-0.0001785763	0	0.46938775510204084	0
G00	G91	2	0.0261632	1	0.8125	1
G00	J86	1	0.003963031	0	1.0	0
G00	G834	2	-0.0003963745	0	1.0	0
G00	H905	6	0.004707103	0	0.625	0
N12	N179	2	0.05741264	1	0.7807308970099668	1
N12	N289	1	0.02242253	1	0.6168831168831169	1
N12	N189	1	0.04172959	1	0.5991735537190083	0
N12	N08	2	0.0193804	1	0.6052631578947368	0
N12	N19	19	0.03362702	1	0.5033557046979866	0
G03	G91	7	0.03747466	1	0.8	1
G03	J86	1	0.003941745	0	1.0	1
G03	I679	1	-0.0009405189	0	0.9156626506024096	1
G03	H905	2	-0.0004575552	0	0.9107142857142857	1
G03	H471	1	0.01020037	1	0.8666666666666667	0
G03	M545	1	0.0118443	1	0.8641732283464567	0
G03	G910	1	0.02759231	1	0.8	0
G03	G911	1	0.01797695	1	0.8	0
G03	G950	1	0.02487232	1	0.5185185185185185	0
G03	G959	3	0.006168002	1	0.5185185185185185	0
G03	I42	2	-0.001032971	0	0.9545454545454546	0
G03	G80	1	-0.0003299671	0	0.8333333333333334	0
G03	G40909	2	NA	NA	0.8290598290598291	1
E059	E039	1	0.1407951	1	0.6943328871039715	1
E059	I517	3	0.02229034	1	0.7710084033613446	1
E059	I509	1	0.02448409	1	0.745945945945946	1
E059	J81	1	0.007526514	1	0.6888888888888889	1
E059	I420	9	0.01633033	1	0.6173913043478261	1
E059	G729	1	0.007776849	1	0.8333333333333334	0
E059	D70	2	0.01646167	1	0.7821782178217822	0
E059	K831	4	0.00926317	1	0.7814569536423841	0
E059	D649	2	0.02976989	1	0.7191629955947136	0
E059	I443	4	0.005975723	1	0.7314814814814815	0
E059	I10	2	0.04365241	1	0.6615428408767435	0
E059	F419	1	0.01702141	1	0.6860025220680959	0
E059	E11	1	0.02411427	1	0.672636815920398	0
E059	I42	4	0.01973774	1	0.6173913043478261	0
E059	I21	1	0.01388806	1	0.5664488017429193	0
E059	I214	1	0.008031518	1	0.5664488017429193	0
E059	Q233	1	0.006561402	1	0.5	0
E059	F31	3	0.01422062	1	0.47058823529411764	0
E059	J45	1	0.02485348	1	0.36765676567656763	0
E059	E512	1	-0.0004628163	0	1.0	0
E059	I40	2	-0.000631828	0	1.0	0
E059	G723	2	-0.0002790841	0	0.8333333333333334	0
E059	M810	4	-0.0008659059	0	0.7446555819477435	0
E059	D692	1	-0.0005493925	0	0.7426470588235294	0
E059	G255	2	0.005217856	0	0.6787878787878788	0
E059	E300	1	-9.867032e-05	0	NA	0
E059	I2720	3	NA	NA	0.8376068376068376	1
E059	E8352	5	NA	NA	0.8006134969325154	0
E059	D6181	1	NA	NA	0.7551020408163265	0
E059	I5020	1	NA	NA	0.745945945945946	0
E059	I5081	1	NA	NA	0.745945945945946	0
E059	G40909	1	NA	NA	0.3867403314917127	0
E059	P293	1	NA	NA	0.0	0
E059	R7303	1	NA	NA	NA	0
E161	E876	1	0.00562128	1	0.6798886569241476	1
E161	I70	1	0.01048995	1	0.5515873015873016	0
E161	I509	1	0.002549018	0	0.529835390946502	1
E161	G629	1	0.01135095	1	0.44662921348314605	0
E161	L83	1	-0.0001818082	0	0.5	0
A17	G03	2	0.05543648	1	0.7777777777777778	1
A17	D86	1	0.01164585	1	1.0	0
A17	D696	1	0.007099049	1	1.0	0
A17	J43	1	0.005820673	0	1.0	1
A17	D721	1	-7.269958e-05	0	1.0	1
A17	G932	2	-7.986861e-05	0	1.0	1
A17	I871	1	-0.0001031184	0	1.0	1
A17	K311	1	-0.0001143028	0	1.0	1
A17	J960	8	-0.0001711975	0	1.0	1
A17	G510	3	-0.0002314295	0	1.0	1
A17	J984	2	-0.0002729393	0	1.0	1
A17	D649	1	0.001568828	0	0.75	1
A17	M541	2	0.008682636	1	0.6	0
A17	I10	1	0.005043124	1	0.5625	0
A17	K833	1	-3.306537e-05	0	1.0	0
A17	J438	1	-3.818086e-05	0	1.0	0
A17	G825	1	-7.715977e-05	0	1.0	0
A17	K315	3	-0.0001088541	0	1.0	0
A17	G822	5	-0.0001129652	0	1.0	0
A17	H209	5	-0.0001325331	0	1.0	0
A17	M779	1	-0.0001620654	0	0.0	1
A17	K766	1	-0.0002116132	0	1.0	0
A17	E162	1	-0.0002743903	0	1.0	0
A17	G560	3	-0.0008388724	0	1.0	0
A17	M793	2	-4.610837e-05	0	0.7142857142857143	0
A17	M1990	4	-0.0002216036	0	0.7142857142857143	0
A17	M706	1	-0.0002345708	0	0.5	0
A17	D733	4	-3.306537e-05	0	NA	1
A17	N16	1	-4.049706e-05	0	NA	1
A17	E272	1	-6.087289e-05	0	NA	1
A17	L04	1	-7.556832e-05	0	NA	1
A17	E232	1	-8.174861e-05	0	NA	1
A17	I898	1	-8.88722e-05	0	0.0	0
A17	J80	5	-0.0001113389	0	NA	1
A17	I81	1	-0.0001140365	0	NA	1
A17	I72	4	-0.0001971536	0	NA	1
A17	I313	3	-0.000236384	0	0.0	0
A17	E8352	5	NA	NA	1.0	1
A17	D761	4	-1.349864e-05	0	NA	0
A17	J940	1	-1.558691e-05	0	NA	0
A17	S128	1	-2.061961e-05	0	NA	0
A17	N911	2	-3.01843e-05	0	NA	0
A17	E853	3	-4.339349e-05	0	NA	0
A17	M023	1	-4.610837e-05	0	NA	0
A17	H309	4	-4.610837e-05	0	NA	0
A17	J386	1	-5.228259e-05	0	NA	0
A17	L603	1	-5.228259e-05	0	NA	0
A17	Q430	1	-7.6765e-05	0	NA	0
A17	H46	1	-9.189803e-05	0	NA	0
A17	E85	7	-0.0001010342	0	NA	0
A17	B44	1	-0.0001118837	0	NA	0
A17	E271	15	-0.0001137696	0	NA	0
A17	J931	1	-0.0001153617	0	NA	0
A17	J948	2	-0.000117451	0	NA	0
A17	H16	1	-0.0001407677	0	NA	0
A17	E230	1	-0.0001414144	0	NA	0
